series_id,year,period,value,footnotes
CUUR0000SA0L1E,2012,M04,229.303,
CUUR0000SA0L1E,2012,M03,228.735,
CUUR0000SA0L1E,2012,M02,227.865,
CUUR0000SA0L1E,2012,M01,227.237,
CUUR0000SA0L1E,2011,M12,226.740,
CUUR0000SA0L1E,2011,M11,226.859,
CUUR0000SA0L1E,2011,M10,226.743,
CUUR0000SA0L1E,2011,M09,226.289,
CUUR0000SA0L1E,2011,M08,225.874,
CUUR0000SA0L1E,2011,M07,225.164,
CUUR0000SA0L1E,2011,M06,224.891,
CUUR0000SA0L1E,2011,M05,224.534,
CUUR0000SA0L1E,2011,M04,224.118,
CUUR0000SA0L1E,2011,M03,223.690,
CUUR0000SA0L1E,2011,M02,223.011,
CUUR0000SA0L1E,2011,M01,222.177,
WPU57,2025,M09,170.876,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU57,2025,M08,170.726,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU57,2025,M07,174.970,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU57,2025,M06,171.394,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU57,2025,M05,171.314,
WPU57,2025,M04,169.708,
WPU57,2025,M03,173.478,
WPU57,2025,M02,169.872,
WPU57,2025,M01,170.691,
WPU57,2024,M12,169.089,
WPU57,2024,M11,169.762,
WPU57,2024,M10,170.097,
WPU57,2024,M09,167.919,
WPU57,2024,M08,165.975,
WPU57,2024,M07,164.555,
WPU57,2024,M06,166.577,
WPU57,2024,M05,162.883,
WPU57,2024,M04,163.289,
WPU57,2024,M03,161.725,
WPU57,2024,M02,161.285,
WPU57,2024,M01,162.416,
WPU57,2023,M12,159.856,
WPU57,2023,M11,163.495,
WPU57,2023,M10,160.605,
WPU57,2023,M09,158.334,
WPU57,2023,M08,161.051,
WPU57,2023,M07,162.231,
WPU57,2023,M06,156.518,
WPU57,2023,M05,158.584,
WPU57,2023,M04,158.502,
WPU57,2023,M03,155.895,
WPU57,2023,M02,155.920,
WPU57,2023,M01,156.528,
WPU57,2022,M12,156.981,
WPU57,2022,M11,158.243,
WPU57,2022,M10,156.098,
WPU57,2022,M09,156.212,
WPU57,2022,M08,155.530,
WPU57,2022,M07,155.842,
WPU57,2022,M06,154.529,
WPU57,2022,M05,154.625,
WPU57,2022,M04,153.161,
WPU57,2022,M03,151.309,
WPU57,2022,M02,146.670,
WPU57,2022,M01,144.446,
WPU57,2021,M12,143.178,
WPU57,2021,M11,141.336,
WPU57,2021,M10,140.600,
WPU57,2021,M09,139.239,
WPU57,2021,M08,141.139,
WPU57,2021,M07,136.357,
WPU57,2021,M06,133.6,
WPU57,2021,M05,132.6,
WPU57,2021,M04,130.1,
WPU57,2021,M03,128.3,
WPU57,2021,M02,127.9,
WPU57,2021,M01,127.5,
WPU57,2020,M12,127.6,
WPU57,2020,M11,126.2,
WPU57,2020,M10,125.9,
WPU57,2020,M09,124.3,
WPU57,2020,M08,124.9,
WPU57,2020,M07,124.4,
WPU57,2020,M06,124.0,
WPU57,2020,M05,122.8,
WPU57,2020,M04,122.2,
WPU57,2020,M03,122.1,
WPU57,2020,M02,121.8,
WPU57,2020,M01,123.2,
WPU57,2019,M12,123.3,
WPU57,2019,M11,122.3,
WPU57,2019,M10,122.9,
WPU57,2019,M09,123.0,
WPU57,2019,M08,123.7,
WPU57,2019,M07,122.9,
WPU57,2019,M06,122.2,
WPU57,2019,M05,123.0,
WPU57,2019,M04,122.9,
WPU57,2019,M03,121.8,
WPU57,2019,M02,120.6,
WPU57,2019,M01,120.6,
WPU57,2018,M12,119.9,
WPU57,2018,M11,119.7,
WPU57,2018,M10,120.3,
WPU57,2018,M09,118.2,
WPU57,2018,M08,118.4,
WPU57,2018,M07,119.2,
WPU57,2018,M06,118.6,
WPU57,2018,M05,118.3,
WPU57,2018,M04,117.7,
WPU57,2018,M03,116.9,
WPU57,2018,M02,116.2,
WPU57,2018,M01,116.1,
WPU57,2017,M12,116.0,
WPU57,2017,M11,116.3,
WPU57,2017,M10,116.4,
WPU57,2017,M09,116.1,
WPU57,2017,M08,115.8,
WPU57,2017,M07,115.2,
WPU57,2017,M06,114.5,
WPU57,2017,M05,114.9,
WPU57,2017,M04,114.0,
WPU57,2017,M03,112.7,
WPU57,2017,M02,112.3,
WPU57,2017,M01,112.0,
WPU57,2016,M12,112.2,
WPU57,2016,M11,111.2,
WPU57,2016,M10,110.7,
WPU57,2016,M09,110.8,
WPU57,2016,M08,110.7,
WPU57,2016,M07,111.7,
WPU57,2016,M06,112.4,
WPU57,2016,M05,112.0,
WPU57,2016,M04,111.5,
WPU57,2016,M03,111.9,
WPU57,2016,M02,112.2,
WPU57,2016,M01,111.8,
WPU57,2015,M12,110.2,
WPU57,2015,M11,109.9,
WPU57,2015,M10,110.3,
WPU57,2015,M09,110.4,
WPU57,2015,M08,110.1,
WPU57,2015,M07,111.7,
WPU57,2015,M06,111.1,
WPU57,2015,M05,111.1,
WPU57,2015,M04,110.6,
WPU57,2015,M03,110.8,
WPU57,2015,M02,110.4,
WPU57,2015,M01,111.9,
WPU57,2014,M12,110.7,
WPU57,2014,M11,110.4,
WPU57,2014,M10,110.6,
WPU57,2014,M09,109.6,
WPU57,2014,M08,109.4,
WPU57,2014,M07,110.1,
WPU57,2014,M06,108.8,
WPU57,2014,M05,108.9,
WPU57,2014,M04,108.2,
WPU57,2014,M03,108.6,
WPU57,2014,M02,108.2,
WPU57,2014,M01,107.6,
WPU57,2013,M12,107.5,
WPU57,2013,M11,108.0,
WPU57,2013,M10,107.6,
WPU57,2013,M09,107.6,
WPU57,2013,M08,107.0,
WPU57,2013,M07,107.2,
WPU57,2013,M06,106.5,
WPU57,2013,M05,106.0,
WPU57,2013,M04,107.6,
WPU57,2013,M03,107.7,
WPU57,2013,M02,106.7,
WPU57,2013,M01,108.7,
WPU57,2012,M12,108.5,
WPU57,2012,M11,108.4,
WPU57,2012,M10,107.7,
WPU57,2012,M09,106.1,
WPU57,2012,M08,104.9,
WPU57,2012,M07,105.8,
WPU57,2012,M06,104.5,
WPU57,2012,M05,104.9,
WPU57,2012,M04,104.1,
WPU57,2012,M03,105.6,
WPU57,2012,M02,104.6,
WPU57,2012,M01,104.5,
WPU57,2011,M12,102.5,
WPU57,2011,M11,101.9,
WPU57,2011,M10,102.7,
WPU57,2011,M09,103.5,
WPU57,2011,M08,103.7,
WPU57,2011,M07,102.6,
WPU57,2011,M06,102.7,
WPU57,2011,M05,103.5,
WPU57,2011,M04,102.3,
WPU57,2011,M03,101.8,
WPU57,2011,M02,100.5,
WPU57,2011,M01,99.9,
WPU58,2025,M09,155.074,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU58,2025,M08,154.284,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU58,2025,M07,154.519,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU58,2025,M06,156.263,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU58,2025,M05,157.195,
WPU58,2025,M04,155.930,
WPU58,2025,M03,152.690,
WPU58,2025,M02,153.252,
WPU58,2025,M01,152.744,
WPU58,2024,M12,150.844,
WPU58,2024,M11,149.428,
WPU58,2024,M10,151.628,
WPU58,2024,M09,151.942,
WPU58,2024,M08,149.994,
WPU58,2024,M07,147.898,
WPU58,2024,M06,150.662,
WPU58,2024,M05,150.561,
WPU58,2024,M04,148.221,
WPU58,2024,M03,148.973,
WPU58,2024,M02,149.384,
WPU58,2024,M01,147.598,
WPU58,2023,M12,149.962,
WPU58,2023,M11,149.508,
WPU58,2023,M10,152.747,
WPU58,2023,M09,154.044,
WPU58,2023,M08,152.784,
WPU58,2023,M07,151.138,
WPU58,2023,M06,153.247,
WPU58,2023,M05,153.955,
WPU58,2023,M04,153.578,
WPU58,2023,M03,154.597,
WPU58,2023,M02,154.049,
WPU58,2023,M01,153.018,
WPU58,2022,M12,154.163,
WPU58,2022,M11,154.241,
WPU58,2022,M10,156.711,
WPU58,2022,M09,154.809,
WPU58,2022,M08,155.795,
WPU58,2022,M07,153.569,
WPU58,2022,M06,153.421,
WPU58,2022,M05,153.715,
WPU58,2022,M04,155.042,
WPU58,2022,M03,155.077,
WPU58,2022,M02,150.418,
WPU58,2022,M01,146.750,
WPU58,2021,M12,144.341,
WPU58,2021,M11,142.685,
WPU58,2021,M10,141.867,
WPU58,2021,M09,140.820,
WPU58,2021,M08,138.794,
WPU58,2021,M07,138.722,
WPU58,2021,M06,137.9,
WPU58,2021,M05,135.5,
WPU58,2021,M04,134.2,
WPU58,2021,M03,128.9,
WPU58,2021,M02,127.4,
WPU58,2021,M01,126.1,
WPU58,2020,M12,123.3,
WPU58,2020,M11,125.5,
WPU58,2020,M10,129.0,
WPU58,2020,M09,126.1,
WPU58,2020,M08,124.1,
WPU58,2020,M07,123.3,
WPU58,2020,M06,122.1,
WPU58,2020,M05,123.7,
WPU58,2020,M04,125.5,
WPU58,2020,M03,122.9,
WPU58,2020,M02,120.5,
WPU58,2020,M01,119.4,
WPU58,2019,M12,118.5,
WPU58,2019,M11,118.8,
WPU58,2019,M10,122.1,
WPU58,2019,M09,120.0,
WPU58,2019,M08,119.9,
WPU58,2019,M07,118.1,
WPU58,2019,M06,119.0,
WPU58,2019,M05,117.8,
WPU58,2019,M04,119.3,
WPU58,2019,M03,117.6,
WPU58,2019,M02,117.7,
WPU58,2019,M01,117.1,
WPU58,2018,M12,118.7,
WPU58,2018,M11,118.3,
WPU58,2018,M10,118.2,
WPU58,2018,M09,115.3,
WPU58,2018,M08,115.6,
WPU58,2018,M07,115.6,
WPU58,2018,M06,117.0,
WPU58,2018,M05,116.2,
WPU58,2018,M04,116.3,
WPU58,2018,M03,116.1,
WPU58,2018,M02,116.3,
WPU58,2018,M01,114.9,
WPU58,2017,M12,114.4,
WPU58,2017,M11,115.5,
WPU58,2017,M10,117.2,
WPU58,2017,M09,114.0,
WPU58,2017,M08,114.2,
WPU58,2017,M07,113.9,
WPU58,2017,M06,114.6,
WPU58,2017,M05,115.2,
WPU58,2017,M04,115.2,
WPU58,2017,M03,115.6,
WPU58,2017,M02,114.0,
WPU58,2017,M01,114.9,
WPU58,2016,M12,113.3,
WPU58,2016,M11,115.1,
WPU58,2016,M10,116.3,
WPU58,2016,M09,114.6,
WPU58,2016,M08,113.2,
WPU58,2016,M07,114.3,
WPU58,2016,M06,114.8,
WPU58,2016,M05,113.9,
WPU58,2016,M04,114.5,
WPU58,2016,M03,113.5,
WPU58,2016,M02,113.9,
WPU58,2016,M01,114.1,
WPU58,2015,M12,113.7,
WPU58,2015,M11,114.9,
WPU58,2015,M10,115.3,
WPU58,2015,M09,114.8,
WPU58,2015,M08,114.4,
WPU58,2015,M07,113.6,
WPU58,2015,M06,112.4,
WPU58,2015,M05,112.5,
WPU58,2015,M04,113.2,
WPU58,2015,M03,112.9,
WPU58,2015,M02,112.0,
WPU58,2015,M01,112.3,
WPU58,2014,M12,113.5,
WPU58,2014,M11,113.1,
WPU58,2014,M10,115.0,
WPU58,2014,M09,110.5,
WPU58,2014,M08,111.8,
WPU58,2014,M07,112.1,
WPU58,2014,M06,109.8,
WPU58,2014,M05,111.5,
WPU58,2014,M04,110.4,
WPU58,2014,M03,111.4,
WPU58,2014,M02,109.6,
WPU58,2014,M01,107.9,
WPU58,2013,M12,108.6,
WPU58,2013,M11,110.9,
WPU58,2013,M10,111.8,
WPU58,2013,M09,110.3,
WPU58,2013,M08,109.9,
WPU58,2013,M07,110.6,
WPU58,2013,M06,109.7,
WPU58,2013,M05,108.9,
WPU58,2013,M04,111.0,
WPU58,2013,M03,110.0,
WPU58,2013,M02,108.9,
WPU58,2013,M01,106.9,
WPU58,2012,M12,109.2,
WPU58,2012,M11,109.3,
WPU58,2012,M10,108.5,
WPU58,2012,M09,106.9,
WPU58,2012,M08,106.4,
WPU58,2012,M07,107.3,
WPU58,2012,M06,108.9,
WPU58,2012,M05,109.4,
WPU58,2012,M04,108.8,
WPU58,2012,M03,107.5,
WPU58,2012,M02,106.8,
WPU58,2012,M01,104.7,
WPU58,2011,M12,105.5,
WPU58,2011,M11,106.5,
WPU58,2011,M10,106.1,
WPU58,2011,M09,106.8,
WPU58,2011,M08,106.0,
WPU58,2011,M07,104.7,
WPU58,2011,M06,105.6,
WPU58,2011,M05,105.7,
WPU58,2011,M04,105.0,
WPU58,2011,M03,105.8,
WPU58,2011,M02,103.5,
WPU58,2011,M01,102.2,
WPSFD423,2025,M09,158.191,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPSFD423,2025,M08,158.544,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPSFD423,2025,M07,161.279,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPSFD423,2025,M06,159.584,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPSFD423,2025,M05,159.942,
WPSFD423,2025,M04,157.674,
WPSFD423,2025,M03,158.053,
WPSFD423,2025,M02,157.445,
WPSFD423,2025,M01,158.650,
WPSFD423,2024,M12,156.731,
WPSFD423,2024,M11,156.021,
WPSFD423,2024,M10,156.964,
WPSFD423,2024,M09,155.882,
WPSFD423,2024,M08,153.972,
WPSFD423,2024,M07,152.270,
WPSFD423,2024,M06,154.957,
WPSFD423,2024,M05,152.159,
WPSFD423,2024,M04,151.261,
WPSFD423,2024,M03,150.480,
WPSFD423,2024,M02,150.951,
WPSFD423,2024,M01,150.610,
WPSFD423,2023,M12,150.155,
WPSFD423,2023,M11,152.008,
WPSFD423,2023,M10,151.416,
WPSFD423,2023,M09,151.337,
WPSFD423,2023,M08,153.161,
WPSFD423,2023,M07,153.294,
WPSFD423,2023,M06,150.450,
WPSFD423,2023,M05,151.893,
WPSFD423,2023,M04,151.046,
WPSFD423,2023,M03,150.346,
WPSFD423,2023,M02,151.222,
WPSFD423,2023,M01,151.401,
WPSFD423,2022,M12,152.492,
WPSFD423,2022,M11,152.185,
WPSFD423,2022,M10,151.501,
WPSFD423,2022,M09,150.956,
WPSFD423,2022,M08,151.359,
WPSFD423,2022,M07,150.098,
WPSFD423,2022,M06,148.579,
WPSFD423,2022,M05,148.176,
WPSFD423,2022,M04,147.553,
WPSFD423,2022,M03,147.122,
WPSFD423,2022,M02,143.846,
WPSFD423,2022,M01,141.488,
WPSFD423,2021,M12,139.673,
WPSFD423,2021,M11,137.425,
WPSFD423,2021,M10,135.330,
WPSFD423,2021,M09,134.370,
WPSFD423,2021,M08,134.552,
WPSFD423,2021,M07,131.899,
WPSFD423,2021,M06,129.5,
WPSFD423,2021,M05,128.5,
WPSFD423,2021,M04,126.4,
WPSFD423,2021,M03,123.6,
WPSFD423,2021,M02,123.4,
WPSFD423,2021,M01,123.1,
WPSFD423,2020,M12,122.3,
WPSFD423,2020,M11,123.0,
WPSFD423,2020,M10,123.7,
WPSFD423,2020,M09,121.9,
WPSFD423,2020,M08,122.4,
WPSFD423,2020,M07,122.5,
WPSFD423,2020,M06,121.4,
WPSFD423,2020,M05,121.5,
WPSFD423,2020,M04,121.7,
WPSFD423,2020,M03,120.5,
WPSFD423,2020,M02,119.4,
WPSFD423,2020,M01,120.3,
WPSFD423,2019,M12,120.0,
WPSFD423,2019,M11,119.4,
WPSFD423,2019,M10,120.8,
WPSFD423,2019,M09,119.9,
WPSFD423,2019,M08,121.2,
WPSFD423,2019,M07,120.2,
WPSFD423,2019,M06,120.0,
WPSFD423,2019,M05,119.7,
WPSFD423,2019,M04,119.7,
WPSFD423,2019,M03,118.7,
WPSFD423,2019,M02,118.5,
WPSFD423,2019,M01,118.6,
WPSFD423,2018,M12,119.1,
WPSFD423,2018,M11,118.4,
WPSFD423,2018,M10,118.2,
WPSFD423,2018,M09,116.3,
WPSFD423,2018,M08,116.7,
WPSFD423,2018,M07,117.1,
WPSFD423,2018,M06,117.4,
WPSFD423,2018,M05,116.6,
WPSFD423,2018,M04,115.9,
WPSFD423,2018,M03,115.7,
WPSFD423,2018,M02,115.8,
WPSFD423,2018,M01,115.7,
WPSFD423,2017,M12,115.4,
WPSFD423,2017,M11,115.9,
WPSFD423,2017,M10,116.1,
WPSFD423,2017,M09,115.3,
WPSFD423,2017,M08,115.4,
WPSFD423,2017,M07,114.8,
WPSFD423,2017,M06,114.6,
WPSFD423,2017,M05,114.9,
WPSFD423,2017,M04,113.9,
WPSFD423,2017,M03,113.7,
WPSFD423,2017,M02,113.0,
WPSFD423,2017,M01,114.1,
WPSFD423,2016,M12,113.4,
WPSFD423,2016,M11,113.5,
WPSFD423,2016,M10,113.1,
WPSFD423,2016,M09,112.9,
WPSFD423,2016,M08,112.3,
WPSFD423,2016,M07,112.9,
WPSFD423,2016,M06,113.8,
WPSFD423,2016,M05,113.0,
WPSFD423,2016,M04,112.7,
WPSFD423,2016,M03,112.7,
WPSFD423,2016,M02,113.5,
WPSFD423,2016,M01,113.8,
WPSFD423,2015,M12,112.3,
WPSFD423,2015,M11,112.0,
WPSFD423,2015,M10,111.5,
WPSFD423,2015,M09,112.1,
WPSFD423,2015,M08,111.8,
WPSFD423,2015,M07,112.2,
WPSFD423,2015,M06,111.3,
WPSFD423,2015,M05,111.0,
WPSFD423,2015,M04,110.8,
WPSFD423,2015,M03,111.1,
WPSFD423,2015,M02,110.9,
WPSFD423,2015,M01,112.7,
WPSFD423,2014,M12,112.2,
WPSFD423,2014,M11,111.5,
WPSFD423,2014,M10,111.8,
WPSFD423,2014,M09,109.8,
WPSFD423,2014,M08,110.7,
WPSFD423,2014,M07,111.3,
WPSFD423,2014,M06,109.5,
WPSFD423,2014,M05,110.2,
WPSFD423,2014,M04,108.9,
WPSFD423,2014,M03,109.5,
WPSFD423,2014,M02,108.8,
WPSFD423,2014,M01,108.2,
WPSFD423,2013,M12,107.9,
WPSFD423,2013,M11,109.1,
WPSFD423,2013,M10,108.8,
WPSFD423,2013,M09,108.6,
WPSFD423,2013,M08,108.4,
WPSFD423,2013,M07,108.9,
WPSFD423,2013,M06,108.0,
WPSFD423,2013,M05,107.0,
WPSFD423,2013,M04,108.2,
WPSFD423,2013,M03,107.8,
WPSFD423,2013,M02,107.4,
WPSFD423,2013,M01,107.9,
WPSFD423,2012,M12,108.3,
WPSFD423,2012,M11,108.2,
WPSFD423,2012,M10,106.8,
WPSFD423,2012,M09,106.3,
WPSFD423,2012,M08,105.4,
WPSFD423,2012,M07,106.7,
WPSFD423,2012,M06,107.3,
WPSFD423,2012,M05,107.5,
WPSFD423,2012,M04,106.5,
WPSFD423,2012,M03,106.4,
WPSFD423,2012,M02,105.8,
WPSFD423,2012,M01,105.1,
WPSFD423,2011,M12,104.3,
WPSFD423,2011,M11,104.6,
WPSFD423,2011,M10,104.2,
WPSFD423,2011,M09,105.4,
WPSFD423,2011,M08,105.0,
WPSFD423,2011,M07,104.0,
WPSFD423,2011,M06,104.4,
WPSFD423,2011,M05,104.4,
WPSFD423,2011,M04,103.7,
WPSFD423,2011,M03,103.7,
WPSFD423,2011,M02,102.3,
WPSFD423,2011,M01,101.9,
WPUFD411,2025,M09,160.104,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPUFD411,2025,M08,158.538,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPUFD411,2025,M07,159.006,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPUFD411,2025,M06,157.401,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPUFD411,2025,M05,156.616,
WPUFD411,2025,M04,156.271,
WPUFD411,2025,M03,157.304,
WPUFD411,2025,M02,159.932,
WPUFD411,2025,M01,157.505,
WPUFD411,2024,M12,156.445,
WPUFD411,2024,M11,157.270,
WPUFD411,2024,M10,152.670,
WPUFD411,2024,M09,153.874,
WPUFD411,2024,M08,153.154,
WPUFD411,2024,M07,152.723,
WPUFD411,2024,M06,152.786,
WPUFD411,2024,M05,151.808,
WPUFD411,2024,M04,151.930,
WPUFD411,2024,M03,151.967,
WPUFD411,2024,M02,151.032,
WPUFD411,2024,M01,149.471,
WPUFD411,2023,M12,149.449,
WPUFD411,2023,M11,149.927,
WPUFD411,2023,M10,148.751,
WPUFD411,2023,M09,149.523,
WPUFD411,2023,M08,149.563,
WPUFD411,2023,M07,150.112,
WPUFD411,2023,M06,150.646,
WPUFD411,2023,M05,150.424,
WPUFD411,2023,M04,151.617,
WPUFD411,2023,M03,151.531,
WPUFD411,2023,M02,150.769,
WPUFD411,2023,M01,154.116,
WPUFD411,2022,M12,155.865,
WPUFD411,2022,M11,157.412,
WPUFD411,2022,M10,152.417,
WPUFD411,2022,M09,151.972,
WPUFD411,2022,M08,150.699,
WPUFD411,2022,M07,150.875,
WPUFD411,2022,M06,150.025,
WPUFD411,2022,M05,149.506,
WPUFD411,2022,M04,147.989,
WPUFD411,2022,M03,144.974,
WPUFD411,2022,M02,141.307,
WPUFD411,2022,M01,138.547,
WPUFD411,2021,M12,136.416,
WPUFD411,2021,M11,136.564,
WPUFD411,2021,M10,134.929,
WPUFD411,2021,M09,135.703,
WPUFD411,2021,M08,133.625,
WPUFD411,2021,M07,131.119,
WPUFD411,2021,M06,133.4,
WPUFD411,2021,M05,131.6,
WPUFD411,2021,M04,127.3,
WPUFD411,2021,M03,124.9,
WPUFD411,2021,M02,124.0,
WPUFD411,2021,M01,122.4,
WPUFD411,2020,M12,120.6,
WPUFD411,2020,M11,122.1,
WPUFD411,2020,M10,122.0,
WPUFD411,2020,M09,119.8,
WPUFD411,2020,M08,118.3,
WPUFD411,2020,M07,118.8,
WPUFD411,2020,M06,120.3,
WPUFD411,2020,M05,126.2,
WPUFD411,2020,M04,118.6,
WPUFD411,2020,M03,118.8,
WPUFD411,2020,M02,118.7,
WPUFD411,2020,M01,120.9,
WPUFD411,2019,M12,120.8,
WPUFD411,2019,M11,121.0,
WPUFD411,2019,M10,119.4,
WPUFD411,2019,M09,118.3,
WPUFD411,2019,M08,118.4,
WPUFD411,2019,M07,119.3,
WPUFD411,2019,M06,119.6,
WPUFD411,2019,M05,118.5,
WPUFD411,2019,M04,118.2,
WPUFD411,2019,M03,118.0,
WPUFD411,2019,M02,117.4,
WPUFD411,2019,M01,117.6,
WPUFD411,2018,M12,119.4,
WPUFD411,2018,M11,117.0,
WPUFD411,2018,M10,115.7,
WPUFD411,2018,M09,115.2,
WPUFD411,2018,M08,115.7,
WPUFD411,2018,M07,116.3,
WPUFD411,2018,M06,116.9,
WPUFD411,2018,M05,117.8,
WPUFD411,2018,M04,116.8,
WPUFD411,2018,M03,118.0,
WPUFD411,2018,M02,115.5,
WPUFD411,2018,M01,116.1,
WPUFD411,2017,M12,116.2,
WPUFD411,2017,M11,116.5,
WPUFD411,2017,M10,116.4,
WPUFD411,2017,M09,116.6,
WPUFD411,2017,M08,117.0,
WPUFD411,2017,M07,117.8,
WPUFD411,2017,M06,118.2,
WPUFD411,2017,M05,117.1,
WPUFD411,2017,M04,117.5,
WPUFD411,2017,M03,115.8,
WPUFD411,2017,M02,114.8,
WPUFD411,2017,M01,113.9,
WPUFD411,2016,M12,113.9,
WPUFD411,2016,M11,112.9,
WPUFD411,2016,M10,113.5,
WPUFD411,2016,M09,114.8,
WPUFD411,2016,M08,114.4,
WPUFD411,2016,M07,115.9,
WPUFD411,2016,M06,116.9,
WPUFD411,2016,M05,115.9,
WPUFD411,2016,M04,115.0,
WPUFD411,2016,M03,115.1,
WPUFD411,2016,M02,116.4,
WPUFD411,2016,M01,116.4,
WPUFD411,2015,M12,115.8,
WPUFD411,2015,M11,117.0,
WPUFD411,2015,M10,117.3,
WPUFD411,2015,M09,118.5,
WPUFD411,2015,M08,119.3,
WPUFD411,2015,M07,119.0,
WPUFD411,2015,M06,119.8,
WPUFD411,2015,M05,118.9,
WPUFD411,2015,M04,117.5,
WPUFD411,2015,M03,118.1,
WPUFD411,2015,M02,118.8,
WPUFD411,2015,M01,120.6,
WPUFD411,2014,M12,122.1,
WPUFD411,2014,M11,122.3,
WPUFD411,2014,M10,122.4,
WPUFD411,2014,M09,122.2,
WPUFD411,2014,M08,122.5,
WPUFD411,2014,M07,123.0,
WPUFD411,2014,M06,123.1,
WPUFD411,2014,M05,122.6,
WPUFD411,2014,M04,123.0,
WPUFD411,2014,M03,120.0,
WPUFD411,2014,M02,118.1,
WPUFD411,2014,M01,117.6,
WPUFD411,2013,M12,117.0,
WPUFD411,2013,M11,117.2,
WPUFD411,2013,M10,117.3,
WPUFD411,2013,M09,117.6,
WPUFD411,2013,M08,118.0,
WPUFD411,2013,M07,118.7,
WPUFD411,2013,M06,118.6,
WPUFD411,2013,M05,118.3,
WPUFD411,2013,M04,117.0,
WPUFD411,2013,M03,118.6,
WPUFD411,2013,M02,117.3,
WPUFD411,2013,M01,118.4,
WPUFD411,2012,M12,118.0,
WPUFD411,2012,M11,118.3,
WPUFD411,2012,M10,117.5,
WPUFD411,2012,M09,118.0,
WPUFD411,2012,M08,117.4,
WPUFD411,2012,M07,116.1,
WPUFD411,2012,M06,114.9,
WPUFD411,2012,M05,114.3,
WPUFD411,2012,M04,114.5,
WPUFD411,2012,M03,114.4,
WPUFD411,2012,M02,113.6,
WPUFD411,2012,M01,113.7,
WPUFD411,2011,M12,113.4,
WPUFD411,2011,M11,114.2,
WPUFD411,2011,M10,113.2,
WPUFD411,2011,M09,114.7,
WPUFD411,2011,M08,113.9,
WPUFD411,2011,M07,112.7,
WPUFD411,2011,M06,112.4,
WPUFD411,2011,M05,111.3,
WPUFD411,2011,M04,112.4,
WPUFD411,2011,M03,111.5,
WPUFD411,2011,M02,112.2,
WPUFD411,2011,M01,108.2,
WPU5811,2025,M09,189.487,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU5811,2025,M08,190.123,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU5811,2025,M07,192.288,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU5811,2025,M06,191.304,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
WPU5811,2025,M05,192.029,
WPU5811,2025,M04,188.140,
WPU5811,2025,M03,183.794,
WPU5811,2025,M02,186.137,
WPU5811,2025,M01,188.862,
WPU5811,2024,M12,180.720,
WPU5811,2024,M11,180.789,
WPU5811,2024,M10,182.159,
WPU5811,2024,M09,178.521,
WPU5811,2024,M08,177.451,
WPU5811,2024,M07,179.453,
WPU5811,2024,M06,183.367,
WPU5811,2024,M05,184.363,
WPU5811,2024,M04,181.519,
WPU5811,2024,M03,179.688,
WPU5811,2024,M02,179.370,
WPU5811,2024,M01,177.344,
WPU5811,2023,M12,173.905,
WPU5811,2023,M11,174.594,
WPU5811,2023,M10,177.424,
WPU5811,2023,M09,177.917,
WPU5811,2023,M08,178.766,
WPU5811,2023,M07,176.709,
WPU5811,2023,M06,179.519,
WPU5811,2023,M05,178.767,
WPU5811,2023,M04,177.382,
WPU5811,2023,M03,178.111,
WPU5811,2023,M02,176.238,
WPU5811,2023,M01,171.081,
WPU5811,2022,M12,169.627,
WPU5811,2022,M11,171.994,
WPU5811,2022,M10,174.267,
WPU5811,2022,M09,168.985,
WPU5811,2022,M08,165.589,
WPU5811,2022,M07,163.343,
WPU5811,2022,M06,160.349,
WPU5811,2022,M05,154.406,
WPU5811,2022,M04,153.636,
WPU5811,2022,M03,151.455,
WPU5811,2022,M02,150.771,
WPU5811,2022,M01,148.546,
WPU5811,2021,M12,144.119,
WPU5811,2021,M11,143.575,
WPU5811,2021,M10,142.468,
WPU5811,2021,M09,141.181,
WPU5811,2021,M08,139.836,
WPU5811,2021,M07,137.038,
WPU5811,2021,M06,135.8,
WPU5811,2021,M05,136.5,
WPU5811,2021,M04,139.1,
WPU5811,2021,M03,136.4,
WPU5811,2021,M02,135.7,
WPU5811,2021,M01,136.6,
