series_id,year,period,value,footnotes
WPU5811,2020,M12,133.0,
WPU5811,2020,M11,134.8,
WPU5811,2020,M10,136.6,
WPU5811,2020,M09,134.7,
WPU5811,2020,M08,139.4,
WPU5811,2020,M07,138.1,
WPU5811,2020,M06,135.9,
WPU5811,2020,M05,137.8,
WPU5811,2020,M04,139.9,
WPU5811,2020,M03,137.3,
WPU5811,2020,M02,135.9,
WPU5811,2020,M01,136.7,
WPU5811,2019,M12,134.1,
WPU5811,2019,M11,134.5,
WPU5811,2019,M10,135.4,
WPU5811,2019,M09,135.3,
WPU5811,2019,M08,134.8,
WPU5811,2019,M07,134.0,
WPU5811,2019,M06,134.5,
WPU5811,2019,M05,134.7,
WPU5811,2019,M04,135.1,
WPU5811,2019,M03,135.0,
WPU5811,2019,M02,135.3,
WPU5811,2019,M01,134.0,
WPU5811,2018,M12,132.2,
WPU5811,2018,M11,133.4,
WPU5811,2018,M10,133.9,
WPU5811,2018,M09,131.8,
WPU5811,2018,M08,133.1,
WPU5811,2018,M07,131.2,
WPU5811,2018,M06,132.4,
WPU5811,2018,M05,133.7,
WPU5811,2018,M04,130.5,
WPU5811,2018,M03,130.8,
WPU5811,2018,M02,130.7,
WPU5811,2018,M01,129.8,
WPU5811,2017,M12,127.4,
WPU5811,2017,M11,128.5,
WPU5811,2017,M10,129.2,
WPU5811,2017,M09,131.0,
WPU5811,2017,M08,130.1,
WPU5811,2017,M07,129.7,
WPU5811,2017,M06,129.9,
WPU5811,2017,M05,130.4,
WPU5811,2017,M04,130.5,
WPU5811,2017,M03,132.1,
WPU5811,2017,M02,130.3,
WPU5811,2017,M01,130.0,
WPU5811,2016,M12,129.0,
WPU5811,2016,M11,127.7,
WPU5811,2016,M10,128.5,
WPU5811,2016,M09,130.5,
WPU5811,2016,M08,129.1,
WPU5811,2016,M07,130.2,
WPU5811,2016,M06,129.3,
WPU5811,2016,M05,130.6,
WPU5811,2016,M04,130.3,
WPU5811,2016,M03,129.9,
WPU5811,2016,M02,129.2,
WPU5811,2016,M01,130.1,
WPU5811,2015,M12,130.1,
WPU5811,2015,M11,127.6,
WPU5811,2015,M10,128.1,
WPU5811,2015,M09,126.2,
WPU5811,2015,M08,126.4,
WPU5811,2015,M07,127.0,
WPU5811,2015,M06,127.2,
WPU5811,2015,M05,127.7,
WPU5811,2015,M04,124.0,
WPU5811,2015,M03,123.8,
WPU5811,2015,M02,124.9,
WPU5811,2015,M01,124.3,
WPU5811,2014,M12,122.6,
WPU5811,2014,M11,124.1,
WPU5811,2014,M10,124.8,
WPU5811,2014,M09,120.2,
WPU5811,2014,M08,119.6,
WPU5811,2014,M07,121.7,
WPU5811,2014,M06,121.3,
WPU5811,2014,M05,121.7,
WPU5811,2014,M04,118.1,
WPU5811,2014,M03,116.1,
WPU5811,2014,M02,116.4,
WPU5811,2014,M01,115.1,
WPU5811,2013,M12,113.0,
WPU5811,2013,M11,115.2,
WPU5811,2013,M10,117.7,
WPU5811,2013,M09,115.4,
WPU5811,2013,M08,115.7,
WPU5811,2013,M07,116.2,
WPU5811,2013,M06,114.2,
WPU5811,2013,M05,114.1,
WPU5811,2013,M04,116.5,
WPU5811,2013,M03,115.9,
WPU5811,2013,M02,114.7,
WPU5811,2013,M01,112.5,
WPU5811,2012,M12,111.9,
WPU5811,2012,M11,112.5,
WPU5811,2012,M10,115.0,
WPU5811,2012,M09,114.4,
WPU5811,2012,M08,113.7,
WPU5811,2012,M07,114.6,
WPU5811,2012,M06,113.2,
WPU5811,2012,M05,112.3,
WPU5811,2012,M04,112.0,
WPU5811,2012,M03,111.6,
WPU5811,2012,M02,111.6,
WPU5811,2012,M01,109.0,
WPU5811,2011,M12,107.0,
WPU5811,2011,M11,106.9,
WPU5811,2011,M10,109.0,
WPU5811,2011,M09,108.6,
WPU5811,2011,M08,109.6,
WPU5811,2011,M07,109.1,
WPU5811,2011,M06,108.5,
WPU5811,2011,M05,106.0,
WPU5811,2011,M04,106.8,
WPU5811,2011,M03,107.2,
WPU5811,2011,M02,107.1,
WPU5811,2011,M01,104.8,
PCU445110445110,2025,M09,288.171,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
PCU445110445110,2025,M08,283.779,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
PCU445110445110,2025,M07,285.084,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
PCU445110445110,2025,M06,287.765,Preliminary. All indexes are subject to monthly revisions up to four months after original publication.
PCU445110445110,2025,M05,289.379,
PCU445110445110,2025,M04,291.601,
PCU445110445110,2025,M03,285.200,
PCU445110445110,2025,M02,293.097,
PCU445110445110,2025,M01,291.471,
PCU445110445110,2024,M12,276.134,
PCU445110445110,2024,M11,278.045,
PCU445110445110,2024,M10,278.592,
PCU445110445110,2024,M09,275.649,
PCU445110445110,2024,M08,273.987,
PCU445110445110,2024,M07,275.162,
PCU445110445110,2024,M06,281.629,
PCU445110445110,2024,M05,282.273,
PCU445110445110,2024,M04,278.678,
PCU445110445110,2024,M03,279.014,
PCU445110445110,2024,M02,274.412,
PCU445110445110,2024,M01,277.428,
PCU445110445110,2023,M12,269.781,
PCU445110445110,2023,M11,273.022,
PCU445110445110,2023,M10,273.994,
PCU445110445110,2023,M09,273.579,
PCU445110445110,2023,M08,272.667,
PCU445110445110,2023,M07,266.790,
PCU445110445110,2023,M06,271.036,
PCU445110445110,2023,M05,267.525,
PCU445110445110,2023,M04,267.356,
PCU445110445110,2023,M03,267.350,
PCU445110445110,2023,M02,263.912,
PCU445110445110,2023,M01,261.250,
PCU445110445110,2022,M12,255.255,
PCU445110445110,2022,M11,259.741,
PCU445110445110,2022,M10,262.530,
PCU445110445110,2022,M09,251.248,
PCU445110445110,2022,M08,247.153,
PCU445110445110,2022,M07,242.505,
PCU445110445110,2022,M06,247.067,
PCU445110445110,2022,M05,238.946,
PCU445110445110,2022,M04,234.689,
PCU445110445110,2022,M03,231.112,
PCU445110445110,2022,M02,228.134,
PCU445110445110,2022,M01,230.005,
PCU445110445110,2021,M12,222.520,
PCU445110445110,2021,M11,220.922,
PCU445110445110,2021,M10,220.918,
PCU445110445110,2021,M09,217.862,
PCU445110445110,2021,M08,216.455,
PCU445110445110,2021,M07,210.333,
PCU445110445110,2021,M06,211.4,
PCU445110445110,2021,M05,211.2,
PCU445110445110,2021,M04,216.7,
PCU445110445110,2021,M03,213.9,
PCU445110445110,2021,M02,213.1,
PCU445110445110,2021,M01,213.2,
PCU445110445110,2020,M12,208.8,
PCU445110445110,2020,M11,211.9,
PCU445110445110,2020,M10,213.8,
PCU445110445110,2020,M09,208.9,
PCU445110445110,2020,M08,216.1,
PCU445110445110,2020,M07,214.5,
PCU445110445110,2020,M06,208.9,
PCU445110445110,2020,M05,215.1,
PCU445110445110,2020,M04,219.2,
PCU445110445110,2020,M03,217.3,
PCU445110445110,2020,M02,213.1,
PCU445110445110,2020,M01,209.4,
PCU445110445110,2019,M12,205.0,
PCU445110445110,2019,M11,206.5,
PCU445110445110,2019,M10,205.7,
PCU445110445110,2019,M09,205.2,
PCU445110445110,2019,M08,203.4,
PCU445110445110,2019,M07,202.7,
PCU445110445110,2019,M06,204.7,
PCU445110445110,2019,M05,204.3,
PCU445110445110,2019,M04,205.5,
PCU445110445110,2019,M03,206.2,
PCU445110445110,2019,M02,204.5,
PCU445110445110,2019,M01,198.2,
PCU445110445110,2018,M12,198.3,
PCU445110445110,2018,M11,201.5,
PCU445110445110,2018,M10,207.4,
PCU445110445110,2018,M09,199.5,
PCU445110445110,2018,M08,202.0,
PCU445110445110,2018,M07,199.2,
PCU445110445110,2018,M06,201.5,
PCU445110445110,2018,M05,202.4,
PCU445110445110,2018,M04,197.2,
PCU445110445110,2018,M03,199.9,
PCU445110445110,2018,M02,199.8,
PCU445110445110,2018,M01,195.0,
PCU445110445110,2017,M12,190.3,
PCU445110445110,2017,M11,193.0,
PCU445110445110,2017,M10,194.9,
PCU445110445110,2017,M09,196.9,
PCU445110445110,2017,M08,193.1,
PCU445110445110,2017,M07,193.1,
PCU445110445110,2017,M06,194.2,
PCU445110445110,2017,M05,193.9,
PCU445110445110,2017,M04,195.9,
PCU445110445110,2017,M03,195.4,
PCU445110445110,2017,M02,193.8,
PCU445110445110,2017,M01,193.2,
PCU445110445110,2016,M12,192.4,
PCU445110445110,2016,M11,191.9,
PCU445110445110,2016,M10,191.7,
PCU445110445110,2016,M09,192.5,
PCU445110445110,2016,M08,191.7,
PCU445110445110,2016,M07,193.8,
PCU445110445110,2016,M06,193.9,
PCU445110445110,2016,M05,195.0,
PCU445110445110,2016,M04,193.6,
PCU445110445110,2016,M03,191.9,
PCU445110445110,2016,M02,191.5,
PCU445110445110,2016,M01,193.0,
PCU445110445110,2015,M12,193.8,
PCU445110445110,2015,M11,188.1,
PCU445110445110,2015,M10,189.5,
PCU445110445110,2015,M09,187.4,
PCU445110445110,2015,M08,185.9,
PCU445110445110,2015,M07,186.0,
PCU445110445110,2015,M06,186.6,
PCU445110445110,2015,M05,186.0,
PCU445110445110,2015,M04,181.4,
PCU445110445110,2015,M03,180.9,
PCU445110445110,2015,M02,183.6,
PCU445110445110,2015,M01,182.4,
PCU445110445110,2014,M12,179.8,
PCU445110445110,2014,M11,179.4,
PCU445110445110,2014,M10,181.3,
PCU445110445110,2014,M09,175.7,
PCU445110445110,2014,M08,176.1,
PCU445110445110,2014,M07,177.2,
PCU445110445110,2014,M06,179.2,
PCU445110445110,2014,M05,177.7,
PCU445110445110,2014,M04,174.8,
PCU445110445110,2014,M03,170.9,
PCU445110445110,2014,M02,171.7,
PCU445110445110,2014,M01,168.3,
PCU445110445110,2013,M12,167.2,
PCU445110445110,2013,M11,168.4,
PCU445110445110,2013,M10,173.0,
PCU445110445110,2013,M09,171.8,
PCU445110445110,2013,M08,170.0,
PCU445110445110,2013,M07,171.1,
PCU445110445110,2013,M06,166.0,
PCU445110445110,2013,M05,164.9,
PCU445110445110,2013,M04,167.0,
PCU445110445110,2013,M03,169.5,
PCU445110445110,2013,M02,169.1,
PCU445110445110,2013,M01,166.2,
PCU445110445110,2012,M12,164.9,
PCU445110445110,2012,M11,165.0,
PCU445110445110,2012,M10,163.4,
PCU445110445110,2012,M09,164.0,
PCU445110445110,2012,M08,162.1,
PCU445110445110,2012,M07,162.4,
PCU445110445110,2012,M06,163.6,
PCU445110445110,2012,M05,165.6,
PCU445110445110,2012,M04,163.6,
PCU445110445110,2012,M03,164.0,
PCU445110445110,2012,M02,164.2,
PCU445110445110,2012,M01,161.7,
PCU445110445110,2011,M12,156.3,
PCU445110445110,2011,M11,157.8,
PCU445110445110,2011,M10,158.2,
PCU445110445110,2011,M09,159.5,
PCU445110445110,2011,M08,160.7,
PCU445110445110,2011,M07,155.4,
PCU445110445110,2011,M06,156.6,
PCU445110445110,2011,M05,154.6,
PCU445110445110,2011,M04,153.8,
PCU445110445110,2011,M03,155.8,
PCU445110445110,2011,M02,156.1,
PCU445110445110,2011,M01,154.5,
